city,area,rooms,bathroom,parking spaces,floor,animal,furniture,rent amount (R$)
Campinas,180,3,3,3,7,acept,not furnished,7600
Rio de Janeiro,180,3,4,2,7,acept,furnished,15000
Sao Paulo,180,3,3,2,7,acept,not furnished,7000
Rio de Janeiro,180,3,3,0,7,acept,furnished,7600
Sao Paulo,170,3,5,3,7,not acept,not furnished,4500
Sao Paulo,170,3,5,3,7,acept,furnished,2800
Sao Paulo,170,3,3,3,7,acept,not furnished,3000
Rio de Janeiro,169,3,2,1,7,acept,not furnished,2700
Sao Paulo,168,3,4,5,7,acept,furnished,3600
Sao Paulo,167,3,3,2,7,acept,not furnished,5500
Sao Paulo,167,3,2,1,7,acept,not furnished,10850
Sao Paulo,165,3,4,3,7,acept,not furnished,3500
Sao Paulo,165,3,4,3,7,acept,not furnished,4500
Sao Paulo,165,3,2,3,7,acept,not furnished,3600
Sao Paulo,162,3,2,2,7,acept,furnished,8000
Rio de Janeiro,160,3,2,1,7,acept,not furnished,2300
Belo Horizonte,159,3,3,3,7,acept,furnished,7100
Sao Paulo,159,3,2,1,7,not acept,not furnished,3500
Sao Paulo,157,3,2,0,7,acept,not furnished,4500
Sao Paulo,157,3,2,0,7,acept,not furnished,4500
Sao Paulo,157,3,2,0,7,acept,not furnished,4500
Sao Paulo,156,3,4,3,7,not acept,not furnished,5000
Sao Paulo,156,3,3,3,7,acept,furnished,8000
Sao Paulo,156,3,4,2,7,acept,not furnished,2000
Sao Paulo,150,3,3,2,7,acept,not furnished,3400
Sao Paulo,150,3,2,1,7,acept,furnished,6715
Sao Paulo,150,3,2,1,7,acept,furnished,6000
Sao Paulo,149,3,4,3,7,acept,furnished,6000
Sao Paulo,147,3,3,2,7,acept,not furnished,2200
Sao Paulo,145,3,3,2,7,acept,not furnished,5500
Rio de Janeiro,144,3,2,1,7,acept,furnished,8200
Sao Paulo,143,3,2,3,7,acept,not furnished,4500
Sao Paulo,140,3,3,3,7,not acept,not furnished,8000
Rio de Janeiro,140,3,2,2,7,acept,furnished,7400
Rio de Janeiro,140,3,2,1,7,acept,not furnished,4200
Sao Paulo,139,3,2,0,7,acept,not furnished,8000
Sao Paulo,139,3,2,0,7,acept,not furnished,8000
Sao Paulo,138,3,2,1,7,not acept,not furnished,7600
Sao Paulo,136,3,4,3,7,acept,not furnished,5000
Campinas,136,3,4,2,7,not acept,not furnished,2500
Rio de Janeiro,136,3,2,2,7,acept,furnished,8000
Rio de Janeiro,136,3,2,1,7,acept,not furnished,3800
Sao Paulo,136,3,2,1,7,acept,furnished,4000
Sao Paulo,135,3,2,3,7,acept,not furnished,2800
Sao Paulo,135,3,3,2,7,not acept,furnished,2800
Sao Paulo,135,3,3,2,7,not acept,not furnished,13800
Sao Paulo,134,3,5,2,7,acept,not furnished,4900
Campinas,134,3,3,2,7,not acept,not furnished,2500
Sao Paulo,132,3,1,2,7,not acept,furnished,8000
Sao Paulo,130,3,4,3,7,acept,not furnished,2400
Sao Paulo,130,3,3,2,7,acept,not furnished,1650
Sao Paulo,130,3,3,2,7,acept,not furnished,3500
Rio de Janeiro,130,3,2,1,7,acept,not furnished,1700
Campinas,130,3,2,1,7,acept,not furnished,2500
Sao Paulo,129,3,2,3,7,acept,not furnished,3400
Sao Paulo,126,3,3,2,7,not acept,not furnished,2500
Belo Horizonte,125,3,2,0,7,acept,not furnished,2968
Sao Paulo,124,3,2,3,7,acept,not furnished,6600
Porto Alegre,124,3,3,1,7,acept,not furnished,1942
Sao Paulo,123,3,2,2,7,not acept,not furnished,2450
Porto Alegre,120,3,3,3,7,acept,not furnished,5000
Sao Paulo,120,3,3,2,7,acept,not furnished,9000
Sao Paulo,120,3,3,2,7,acept,not furnished,4800
Porto Alegre,120,3,3,2,7,acept,furnished,3240
Sao Paulo,120,3,2,1,7,acept,not furnished,4675
Sao Paulo,120,3,2,1,7,acept,furnished,3280
Porto Alegre,120,3,3,0,7,acept,furnished,7500
Rio de Janeiro,120,3,2,0,7,acept,not furnished,1450
Rio de Janeiro,119,3,3,2,7,acept,not furnished,3000
Campinas,119,3,2,2,7,acept,not furnished,1200
Sao Paulo,119,3,2,1,7,acept,not furnished,3500
Sao Paulo,118,3,2,2,7,acept,furnished,8500
Rio de Janeiro,117,3,2,1,7,acept,not furnished,4110
Rio de Janeiro,115,3,3,1,7,acept,not furnished,3150
Sao Paulo,114,3,3,0,7,not acept,not furnished,2289
Sao Paulo,113,3,4,2,7,acept,not furnished,4000
Rio de Janeiro,112,3,2,0,7,acept,not furnished,3900
Sao Paulo,111,3,2,0,7,acept,not furnished,2500
Sao Paulo,110,3,3,3,7,acept,not furnished,5000
Campinas,110,3,2,2,7,not acept,not furnished,2100
Rio de Janeiro,110,3,1,2,7,acept,not furnished,5000
Sao Paulo,110,3,3,1,7,acept,not furnished,4575
Rio de Janeiro,110,3,2,1,7,acept,not furnished,2500
Sao Paulo,110,3,2,1,7,acept,not furnished,1200
Rio de Janeiro,110,3,2,0,7,not acept,not furnished,4860
Rio de Janeiro,110,3,1,0,7,acept,furnished,2530
Sao Paulo,109,3,2,2,7,acept,not furnished,2500
Porto Alegre,109,3,2,1,7,acept,not furnished,2080
Sao Paulo,108,3,2,2,7,acept,not furnished,5600
Rio de Janeiro,107,3,2,0,7,acept,furnished,3200
Belo Horizonte,106,3,2,2,7,not acept,not furnished,2200
Porto Alegre,106,3,3,1,7,acept,not furnished,2250
Belo Horizonte,105,3,2,2,7,acept,not furnished,2000
Sao Paulo,103,3,3,2,7,not acept,not furnished,5600
Sao Paulo,103,3,2,1,7,acept,not furnished,4400
Sao Paulo,102,3,3,0,7,acept,not furnished,3500
Sao Paulo,101,3,2,2,7,acept,furnished,3200
Sao Paulo,100,3,3,2,7,acept,furnished,3310
Sao Paulo,100,3,2,2,7,not acept,not furnished,3500
Rio de Janeiro,100,3,2,1,7,not acept,not furnished,3000
Campinas,100,3,1,1,7,acept,not furnished,1090
Rio de Janeiro,100,3,2,0,7,acept,not furnished,3290
Sao Paulo,100,3,2,0,7,acept,not furnished,2020
Rio de Janeiro,98,3,2,0,7,acept,not furnished,3000
Sao Paulo,97,3,3,2,7,acept,not furnished,2500
Rio de Janeiro,95,3,2,2,7,acept,not furnished,2300
Belo Horizonte,95,3,2,2,7,acept,not furnished,3100
Sao Paulo,95,3,2,1,7,acept,not furnished,2300
Porto Alegre,94,3,2,1,7,acept,not furnished,3200
Rio de Janeiro,94,3,1,1,7,acept,furnished,2600
Sao Paulo,93,3,3,2,7,acept,furnished,3750
Sao Paulo,93,3,2,2,7,acept,not furnished,2200
Rio de Janeiro,93,3,3,1,7,acept,not furnished,2990
Sao Paulo,92,3,2,2,7,acept,not furnished,3100
Sao Paulo,90,3,2,2,7,acept,not furnished,3500
Belo Horizonte,90,3,2,2,7,not acept,not furnished,2500
Rio de Janeiro,90,3,2,1,7,acept,not furnished,1800
Campinas,89,3,2,1,7,acept,not furnished,1800
Rio de Janeiro,89,3,1,1,7,acept,not furnished,2000
Rio de Janeiro,87,3,1,1,7,acept,not furnished,1800
Rio de Janeiro,86,3,2,1,7,acept,furnished,3300
Campinas,85,3,2,1,7,acept,not furnished,1500
Sao Paulo,84,3,3,2,7,acept,not furnished,1600
Sao Paulo,84,3,2,2,7,not acept,not furnished,2800
Sao Paulo,84,3,2,2,7,acept,furnished,2200
Sao Paulo,83,3,2,2,7,acept,not furnished,3690
Rio de Janeiro,81,3,1,1,7,acept,not furnished,1500
Rio de Janeiro,80,3,3,1,7,not acept,not furnished,1470
Belo Horizonte,80,3,2,1,7,acept,not furnished,2000
Sao Paulo,80,3,1,1,7,acept,not furnished,2400
Rio de Janeiro,80,3,2,0,7,acept,not furnished,2720
Porto Alegre,80,3,2,0,7,acept,furnished,2000
Sao Paulo,78,3,1,2,7,acept,furnished,2330
Sao Paulo,78,3,1,2,7,acept,not furnished,3200
Sao Paulo,77,3,1,1,7,acept,not furnished,3000
Campinas,74,3,2,1,7,acept,not furnished,1600
Rio de Janeiro,70,3,2,1,7,acept,not furnished,2100
Sao Paulo,70,3,2,1,7,acept,not furnished,2800
Porto Alegre,70,3,2,1,7,acept,not furnished,2300
Rio de Janeiro,70,3,1,1,7,acept,not furnished,1200
Rio de Janeiro,70,3,1,1,7,acept,not furnished,1200
Sao Paulo,69,3,2,0,7,acept,furnished,1900
Sao Paulo,68,3,1,1,7,not acept,not furnished,1400
Porto Alegre,67,3,2,2,7,acept,not furnished,2000
Sao Paulo,65,3,1,1,7,acept,not furnished,1380
Sao Paulo,62,3,1,1,7,not acept,not furnished,1600
Sao Paulo,60,3,1,1,7,acept,not furnished,1700
Sao Paulo,55,3,1,1,7,acept,furnished,1800
Belo Horizonte,405,2,3,0,7,acept,not furnished,4000
Rio de Janeiro,400,2,2,1,7,acept,not furnished,2300
Belo Horizonte,300,2,4,3,7,acept,furnished,2800
Sao Paulo,193,2,4,4,7,acept,not furnished,13000
Sao Paulo,180,2,3,3,7,acept,furnished,7600
Rio de Janeiro,170,2,2,1,7,acept,not furnished,4900
Porto Alegre,143,2,1,2,7,acept,furnished,2500
Rio de Janeiro,140,2,3,2,7,acept,not furnished,6500
Porto Alegre,140,2,3,2,7,acept,furnished,3000
Sao Paulo,140,2,2,2,7,acept,not furnished,6740
Sao Paulo,136,2,4,2,7,acept,not furnished,4800
Sao Paulo,134,2,2,1,7,not acept,furnished,3400
Sao Paulo,120,2,1,2,7,acept,not furnished,1470
Rio de Janeiro,114,2,2,1,7,not acept,not furnished,3600
Sao Paulo,108,2,4,2,7,acept,not furnished,4500
Rio de Janeiro,108,2,2,1,7,not acept,furnished,4500
Campinas,104,2,2,2,7,acept,furnished,4200
Sao Paulo,100,2,3,2,7,acept,furnished,4000
Rio de Janeiro,100,2,3,1,7,acept,furnished,3170
Sao Paulo,100,2,1,0,7,not acept,not furnished,1659
Rio de Janeiro,98,2,2,1,7,not acept,furnished,3500
Rio de Janeiro,97,2,2,1,7,acept,not furnished,4400
Rio de Janeiro,96,2,2,2,7,acept,furnished,7500
Rio de Janeiro,93,2,1,1,7,acept,furnished,5500
Sao Paulo,92,2,1,1,7,not acept,furnished,3950
Sao Paulo,90,2,2,2,7,acept,not furnished,3040
Sao Paulo,90,2,2,1,7,acept,furnished,5500
Belo Horizonte,90,2,2,0,7,acept,not furnished,1250
Rio de Janeiro,86,2,1,0,7,acept,not furnished,1650
Sao Paulo,85,2,2,2,7,not acept,not furnished,7200
Porto Alegre,85,2,2,0,7,acept,furnished,2520
Campinas,84,2,1,1,7,acept,not furnished,1100
Campinas,83,2,3,1,7,acept,not furnished,1500
Porto Alegre,83,2,2,1,7,acept,not furnished,1400
Rio de Janeiro,81,2,3,2,7,not acept,furnished,5500
Rio de Janeiro,80,2,3,1,7,acept,furnished,1300
Rio de Janeiro,80,2,2,1,7,acept,furnished,5000
Sao Paulo,80,2,2,1,7,acept,not furnished,3700
Rio de Janeiro,80,2,2,1,7,acept,furnished,5435
Sao Paulo,80,2,1,0,7,not acept,not furnished,2200
Sao Paulo,78,2,1,1,7,acept,not furnished,2000
Porto Alegre,78,2,2,0,7,acept,not furnished,1500
Rio de Janeiro,76,2,2,2,7,not acept,not furnished,3300
Sao Paulo,75,2,2,2,7,not acept,furnished,6600
Porto Alegre,75,2,1,1,7,acept,not furnished,1200
Sao Paulo,74,2,2,2,7,acept,not furnished,3400
Sao Paulo,73,2,2,1,7,acept,not furnished,3500
Sao Paulo,72,2,2,2,7,acept,not furnished,3700
Sao Paulo,72,2,2,1,7,acept,not furnished,2500
Campinas,72,2,2,1,7,acept,not furnished,850
Rio de Janeiro,72,2,1,1,7,acept,not furnished,1800
Sao Paulo,72,2,1,1,7,acept,not furnished,1440
Rio de Janeiro,72,2,1,0,7,acept,not furnished,1900
Sao Paulo,71,2,1,1,7,acept,not furnished,2559
Campinas,71,2,1,1,7,acept,not furnished,977
Sao Paulo,70,2,2,2,7,not acept,furnished,3950
Sao Paulo,70,2,1,2,7,acept,not furnished,1400
Campinas,70,2,3,1,7,acept,not furnished,2004
Campinas,70,2,3,1,7,acept,not furnished,2004
Rio de Janeiro,70,2,2,1,7,acept,furnished,1719
Sao Paulo,70,2,2,1,7,acept,not furnished,1900
Sao Paulo,70,2,1,1,7,acept,furnished,3300
Rio de Janeiro,70,2,1,1,7,acept,not furnished,900
Campinas,70,2,1,1,7,acept,not furnished,1300
Sao Paulo,70,2,1,1,7,acept,not furnished,1300
Sao Paulo,70,2,1,1,7,acept,furnished,1800
Rio de Janeiro,70,2,2,0,7,not acept,furnished,6100
Porto Alegre,70,2,2,0,7,acept,furnished,3100
Campinas,69,2,1,1,7,not acept,not furnished,980
Sao Paulo,68,2,2,2,7,acept,furnished,6600
Sao Paulo,68,2,2,1,7,acept,not furnished,1880
Rio de Janeiro,68,2,2,1,7,not acept,not furnished,1100
Sao Paulo,68,2,2,1,7,acept,not furnished,2000
Sao Paulo,68,2,2,1,7,acept,furnished,1877
Belo Horizonte,67,2,2,2,7,not acept,not furnished,3170
Sao Paulo,67,2,1,1,7,acept,not furnished,1420
Sao Paulo,66,2,1,0,7,acept,not furnished,1650
Belo Horizonte,65,2,2,3,7,acept,not furnished,1450
Sao Paulo,65,2,2,2,7,acept,not furnished,6000
Sao Paulo,65,2,2,2,7,acept,furnished,4000
Sao Paulo,65,2,1,2,7,acept,not furnished,1800
Sao Paulo,65,2,2,1,7,acept,not furnished,1800
Rio de Janeiro,65,2,1,1,7,acept,not furnished,1400
Campinas,65,2,1,1,7,acept,not furnished,1100
Sao Paulo,64,2,2,2,7,acept,not furnished,3400
Porto Alegre,64,2,2,2,7,not acept,not furnished,1500
Porto Alegre,64,2,2,2,7,acept,not furnished,1600
Sao Paulo,64,2,2,1,7,not acept,not furnished,6950
Sao Paulo,64,2,1,1,7,acept,not furnished,2000
Porto Alegre,64,2,2,0,7,not acept,not furnished,1350
Porto Alegre,64,2,1,0,7,acept,furnished,2000
Sao Paulo,63,2,2,1,7,not acept,not furnished,2500
Porto Alegre,63,2,2,0,7,not acept,furnished,2600
Sao Paulo,62,2,2,3,7,acept,not furnished,7000
Campinas,62,2,2,2,7,acept,not furnished,1900
Campinas,62,2,1,2,7,acept,not furnished,1500
Porto Alegre,62,2,2,1,7,not acept,furnished,3900
Sao Paulo,62,2,2,1,7,acept,furnished,3500
Porto Alegre,62,2,1,1,7,not acept,not furnished,1620
Porto Alegre,62,2,1,1,7,not acept,not furnished,1377
Sao Paulo,62,2,1,1,7,acept,not furnished,1800
Sao Paulo,60,2,2,2,7,acept,not furnished,1100
Sao Paulo,60,2,2,1,7,acept,furnished,3800
Sao Paulo,60,2,2,1,7,acept,furnished,2750
Sao Paulo,60,2,2,1,7,acept,not furnished,2200
Sao Paulo,60,2,1,1,7,acept,not furnished,1800
Sao Paulo,60,2,1,1,7,acept,furnished,3800
Campinas,60,2,1,1,7,acept,not furnished,900
Sao Paulo,60,2,1,1,7,acept,not furnished,1230
Porto Alegre,60,2,1,1,7,acept,not furnished,1900
Rio de Janeiro,60,2,2,0,7,acept,not furnished,4000
Rio de Janeiro,60,2,1,0,7,acept,furnished,2800
Rio de Janeiro,60,2,1,0,7,acept,not furnished,1100
Rio de Janeiro,60,2,1,0,7,acept,not furnished,1100
Rio de Janeiro,59,2,1,0,7,not acept,furnished,5000
Belo Horizonte,58,2,2,2,7,acept,not furnished,1400
Rio de Janeiro,58,2,1,1,7,acept,not furnished,750
Sao Paulo,57,2,1,1,7,acept,not furnished,1500
Rio de Janeiro,57,2,1,0,7,acept,not furnished,1500
Sao Paulo,56,2,1,1,7,acept,not furnished,1500
Belo Horizonte,55,2,1,2,7,acept,not furnished,1100
Sao Paulo,55,2,1,1,7,not acept,not furnished,3500
Belo Horizonte,55,2,1,1,7,not acept,not furnished,900
Sao Paulo,54,2,1,1,7,not acept,not furnished,1460
Sao Paulo,54,2,1,0,7,acept,not furnished,2001
Rio de Janeiro,53,2,2,1,7,acept,not furnished,1100
Sao Paulo,53,2,2,1,7,acept,not furnished,2350
Sao Paulo,53,2,2,1,7,acept,not furnished,1500
Sao Paulo,53,2,1,1,7,not acept,not furnished,1200
Sao Paulo,53,2,1,1,7,acept,not furnished,4200
Sao Paulo,53,2,1,1,7,acept,not furnished,4000
Sao Paulo,52,2,1,1,7,acept,not furnished,1340
Sao Paulo,52,2,1,1,7,acept,not furnished,1200
Sao Paulo,52,2,1,1,7,acept,not furnished,1300
Sao Paulo,52,2,1,1,7,acept,not furnished,1658
Campinas,52,2,1,1,7,acept,not furnished,980
Campinas,52,2,1,1,7,acept,not furnished,980
Sao Paulo,52,2,1,0,7,acept,not furnished,1200
Sao Paulo,51,2,1,1,7,acept,not furnished,1100
Sao Paulo,51,2,1,1,7,acept,not furnished,2900
Sao Paulo,50,2,1,1,7,not acept,not furnished,3400
Sao Paulo,50,2,1,1,7,acept,not furnished,1550
Sao Paulo,50,2,1,1,7,not acept,furnished,1357
Sao Paulo,50,2,1,1,7,acept,not furnished,1850
Sao Paulo,50,2,1,1,7,not acept,not furnished,1500
Campinas,50,2,1,1,7,acept,not furnished,950
Porto Alegre,49,2,1,1,7,acept,not furnished,1150
Sao Paulo,48,2,1,1,7,acept,not furnished,1723
Sao Paulo,48,2,1,1,7,acept,not furnished,1865
Porto Alegre,47,2,1,1,7,acept,not furnished,1200
Sao Paulo,47,2,1,0,7,acept,furnished,1900
Sao Paulo,46,2,1,0,7,acept,furnished,2880
Sao Paulo,45,2,1,1,7,not acept,not furnished,1290
Rio de Janeiro,40,2,1,0,7,acept,not furnished,920
Sao Paulo,120,1,1,2,7,acept,not furnished,2190
Porto Alegre,115,1,2,2,7,acept,not furnished,1550
Sao Paulo,112,1,2,2,7,acept,furnished,8389
Campinas,90,1,1,1,7,not acept,furnished,1680
Campinas,80,1,1,1,7,acept,not furnished,2800
Rio de Janeiro,64,1,1,0,7,acept,not furnished,1200
Rio de Janeiro,62,1,1,0,7,not acept,furnished,2700
Belo Horizonte,60,1,2,1,7,acept,not furnished,2200
Sao Paulo,60,1,1,1,7,acept,furnished,2000
Rio de Janeiro,60,1,1,1,7,not acept,furnished,1700
Sao Paulo,60,1,1,1,7,not acept,not furnished,2023
Rio de Janeiro,60,1,1,1,7,acept,not furnished,1210
Belo Horizonte,58,1,2,2,7,acept,not furnished,1400
Sao Paulo,57,1,1,0,7,acept,furnished,6000
Sao Paulo,56,1,1,2,7,not acept,furnished,3958
Campinas,55,1,1,1,7,acept,not furnished,700
Campinas,55,1,1,1,7,not acept,not furnished,2000
Rio de Janeiro,55,1,1,0,7,not acept,not furnished,2410
Campinas,55,1,1,0,7,acept,not furnished,1200
Sao Paulo,54,1,1,1,7,acept,not furnished,3600
Sao Paulo,54,1,2,0,7,acept,not furnished,3500
Rio de Janeiro,53,1,1,0,7,acept,not furnished,1700
Sao Paulo,52,1,1,1,7,acept,furnished,3000
Sao Paulo,52,1,1,1,7,acept,not furnished,2000
Sao Paulo,50,1,1,1,7,acept,furnished,2000
Rio de Janeiro,50,1,1,1,7,acept,not furnished,860
Campinas,50,1,1,1,7,not acept,furnished,2800
Porto Alegre,50,1,1,1,7,acept,not furnished,800
Sao Paulo,50,1,1,0,7,acept,not furnished,2200
Campinas,50,1,1,0,7,acept,not furnished,650
Porto Alegre,50,1,1,0,7,acept,furnished,1300
Sao Paulo,49,1,1,1,7,acept,furnished,6200
Sao Paulo,49,1,1,1,7,acept,furnished,2900
Porto Alegre,49,1,1,0,7,acept,not furnished,680
Sao Paulo,48,1,1,2,7,acept,furnished,7000
Sao Paulo,47,1,1,0,7,acept,not furnished,2700
Rio de Janeiro,47,1,1,0,7,acept,furnished,2000
Porto Alegre,46,1,1,2,7,acept,not furnished,2400
Sao Paulo,46,1,1,1,7,acept,not furnished,2400
Sao Paulo,45,1,1,1,7,not acept,furnished,3100
Belo Horizonte,45,1,1,1,7,not acept,not furnished,1500
Campinas,45,1,1,0,7,not acept,not furnished,500
Sao Paulo,45,1,1,0,7,acept,not furnished,1275
Sao Paulo,45,1,1,0,7,acept,not furnished,1275
Porto Alegre,44,1,1,1,7,acept,not furnished,1250
Sao Paulo,44,1,1,0,7,acept,not furnished,1700
Campinas,44,1,1,0,7,acept,not furnished,550
Campinas,44,1,1,0,7,acept,not furnished,670
Rio de Janeiro,43,1,1,0,7,acept,not furnished,1400
Sao Paulo,42,1,1,1,7,not acept,furnished,2800
Sao Paulo,42,1,1,1,7,acept,furnished,2900
Porto Alegre,42,1,1,1,7,acept,not furnished,2300
Porto Alegre,42,1,1,1,7,acept,not furnished,1200
Campinas,40,1,2,1,7,acept,not furnished,807
Porto Alegre,40,1,1,1,7,not acept,furnished,1200
Sao Paulo,40,1,1,1,7,acept,not furnished,2400
Porto Alegre,40,1,1,1,7,acept,furnished,1400
Rio de Janeiro,40,1,2,0,7,acept,not furnished,1800
Rio de Janeiro,40,1,2,0,7,acept,not furnished,1800
Rio de Janeiro,40,1,1,0,7,not acept,not furnished,2200
Rio de Janeiro,40,1,1,0,7,not acept,furnished,2900
Rio de Janeiro,40,1,1,0,7,acept,not furnished,1080
Rio de Janeiro,40,1,1,0,7,not acept,furnished,2500
Porto Alegre,40,1,1,0,7,acept,not furnished,1000
Porto Alegre,39,1,1,0,7,acept,not furnished,850
Belo Horizonte,37,1,1,1,7,not acept,not furnished,2000
Campinas,37,1,1,1,7,not acept,not furnished,825
Rio de Janeiro,37,1,1,0,7,acept,not furnished,1840
Rio de Janeiro,36,1,1,0,7,acept,not furnished,750
Sao Paulo,35,1,1,1,7,acept,furnished,2370
Sao Paulo,35,1,1,1,7,acept,not furnished,2100
Campinas,35,1,1,1,7,acept,not furnished,1100
Sao Paulo,35,1,1,1,7,acept,not furnished,2200
Rio de Janeiro,35,1,1,0,7,acept,furnished,1950
Sao Paulo,35,1,1,0,7,not acept,not furnished,1200
Rio de Janeiro,35,1,1,0,7,not acept,not furnished,1100
Rio de Janeiro,35,1,1,0,7,not acept,not furnished,1100
Sao Paulo,35,1,1,0,7,not acept,not furnished,1080
Sao Paulo,35,1,1,0,7,acept,not furnished,1200
Sao Paulo,34,1,1,1,7,acept,furnished,3800
Rio de Janeiro,34,1,1,0,7,acept,not furnished,1700
Sao Paulo,33,1,1,1,7,not acept,furnished,3600
Sao Paulo,30,1,1,1,7,not acept,not furnished,1630
Rio de Janeiro,30,1,1,0,7,acept,not furnished,1550
Sao Paulo,30,1,1,0,7,not acept,not furnished,1350
Sao Paulo,29,1,1,0,7,not acept,furnished,2900
Rio de Janeiro,26,1,1,0,7,acept,furnished,1500
Sao Paulo,25,1,1,0,7,acept,not furnished,1610
Sao Paulo,25,1,1,0,7,not acept,not furnished,2000
Belo Horizonte,24,1,1,1,7,not acept,not furnished,1200
Belo Horizonte,23,1,1,1,7,acept,not furnished,1300
Sao Paulo,23,1,1,0,7,acept,furnished,1800
Sao Paulo,22,1,1,1,7,not acept,furnished,3000
Sao Paulo,22,1,1,0,7,acept,not furnished,1650
Belo Horizonte,20,1,1,0,7,acept,not furnished,1050
Sao Paulo,290,5,3,3,6,acept,not furnished,4100
Sao Paulo,270,5,4,4,6,not acept,not furnished,7000
Sao Paulo,250,5,4,5,6,acept,not furnished,2800
Sao Paulo,200,5,6,4,6,acept,not furnished,5000
Rio de Janeiro,430,4,4,2,6,acept,not furnished,10000
Sao Paulo,380,4,4,5,6,acept,not furnished,10000
Sao Paulo,346,4,4,4,6,acept,not furnished,4080
Sao Paulo,340,4,6,4,6,acept,not furnished,9600
Belo Horizonte,320,4,5,4,6,not acept,not furnished,5000
Sao Paulo,310,4,5,5,6,acept,furnished,12000
Sao Paulo,305,4,3,4,6,acept,furnished,11000
Sao Paulo,300,4,5,5,6,not acept,not furnished,1990
Sao Paulo,300,4,5,4,6,acept,not furnished,5500
Sao Paulo,300,4,5,2,6,acept,furnished,7800
Rio de Janeiro,300,4,2,2,6,acept,not furnished,9000
Sao Paulo,298,4,4,3,6,acept,not furnished,9000
Belo Horizonte,297,4,2,3,6,acept,not furnished,1870
Sao Paulo,290,4,5,2,6,acept,not furnished,10000
Sao Paulo,290,4,4,2,6,acept,furnished,7800
Rio de Janeiro,290,4,3,1,6,acept,not furnished,7000
Sao Paulo,287,4,4,4,6,not acept,not furnished,11300
Sao Paulo,285,4,5,4,6,acept,furnished,20000
Belo Horizonte,280,4,7,4,6,not acept,not furnished,3000
Belo Horizonte,280,4,7,4,6,not acept,not furnished,3000
Sao Paulo,280,4,5,4,6,not acept,not furnished,3200
Sao Paulo,280,4,4,4,6,not acept,furnished,6000
Belo Horizonte,278,4,4,4,6,acept,not furnished,12000
Sao Paulo,265,4,6,3,6,not acept,not furnished,2500
Sao Paulo,260,4,5,5,6,acept,not furnished,12500
Rio de Janeiro,255,4,3,0,6,acept,not furnished,4500
Sao Paulo,250,4,5,4,6,acept,not furnished,9800
Sao Paulo,250,4,4,3,6,acept,not furnished,6970
Rio de Janeiro,250,4,3,2,6,acept,not furnished,5300
Sao Paulo,250,4,5,0,6,acept,not furnished,12000
Sao Paulo,240,4,5,4,6,not acept,not furnished,3500
Sao Paulo,240,4,3,3,6,acept,not furnished,12000
Belo Horizonte,235,4,5,3,6,acept,not furnished,3300
Sao Paulo,234,4,3,3,6,acept,not furnished,1920
Rio de Janeiro,230,4,4,0,6,acept,not furnished,11000
Sao Paulo,227,4,4,3,6,acept,not furnished,9000
Sao Paulo,215,4,4,3,6,acept,not furnished,3400
Sao Paulo,214,4,5,4,6,acept,not furnished,3251
Sao Paulo,200,4,4,3,6,not acept,not furnished,9000
Sao Paulo,200,4,3,3,6,acept,not furnished,5000
Rio de Janeiro,200,4,3,2,6,acept,furnished,9200
Belo Horizonte,200,4,3,2,6,acept,not furnished,4500
Sao Paulo,194,4,6,4,6,not acept,not furnished,8189
Belo Horizonte,193,4,2,1,6,acept,not furnished,1800
